﻿INDEX_KEY,CRTR_YMD,CRTR_WEEK,DWK_NM,CTPV_CD,CTPV_NM,SGG_CD,SGG_NM,TMZN_CD,SEX_DV,AGRDE_CLS,REVISN_AMBLT_PUL_CNT,REVISN_NMBLT_PUL_CNT
LI122100010004LI122100010004027147,20201201,49,화,47,경상북도,4723,영천시,17,MALE,3,2081.709115,1407.354543
LI122100010004LI122100010004027148,20201201,49,화,47,경상북도,4723,영천시,13,MALE,1,3798.981957,748.5655546
LI122100010004LI122100010004027149,20201201,49,화,47,경상북도,4723,영천시,12,FEMALE,7,6325.447909,1482.246758
LI122100010004LI122100010004027150,20201201,49,화,47,경상북도,4723,영천시,21,FEMALE,7,5713.946213,372.6608262
LI122100010004LI122100010004027151,20201201,49,화,47,경상북도,4723,영천시,23,MALE,5,4884.488071,717.4211307
LI122100010004LI122100010004027152,20201201,49,화,47,경상북도,4723,영천시,8,FEMALE,3,1552.291835,745.0286763
LI122100010004LI122100010004027153,20201201,49,화,47,경상북도,4723,영천시,13,MALE,3,2616.75538,1268.903058
LI122100010004LI122100010004027154,20201201,49,화,47,경상북도,4723,영천시,6,MALE,6,3975.691014,1279.545609
LI122100010004LI122100010004027155,20201201,49,화,47,경상북도,4723,영천시,15,MALE,7,4247.124972,1518.640472
LI122100010004LI122100010004027156,20201201,49,화,47,경상북도,4723,영천시,4,FEMALE,6,3179.155222,140.903573
LI122100010004LI122100010004027157,20201201,49,화,47,경상북도,4723,영천시,9,MALE,4,3566.971736,1770.233597
LI122100010004LI122100010004027158,20201201,49,화,47,경상북도,4723,영천시,9,FEMALE,1,2895.051895,384.4686198
LI122100010004LI122100010004027159,20201201,49,화,47,경상북도,4723,영천시,18,MALE,6,4630.551534,1886.329697
LI122100010004LI122100010004027160,20201201,49,화,47,경상북도,4723,영천시,10,MALE,2,3114.228118,1054.756175
LI122100010004LI122100010004027161,20201201,49,화,47,경상북도,4723,영천시,22,MALE,2,2799.86709,596.8331218
LI122100010004LI122100010004027162,20201201,49,화,47,경상북도,4723,영천시,11,FEMALE,4,3101.072572,945.794644
LI122100010004LI122100010004027163,20201201,49,화,47,경상북도,4723,영천시,18,MALE,3,2372.941511,1158.620154
LI122100010004LI122100010004027164,20201201,49,화,47,경상북도,4723,영천시,3,FEMALE,6,2610.763411,140.8932369
LI122100010004LI122100010004027165,20201201,49,화,47,경상북도,4723,영천시,5,FEMALE,0,384.3885734,8.348848581
LI122100010004LI122100010004027166,20201201,49,화,47,경상북도,4723,영천시,6,FEMALE,7,5026.174838,406.6504936
LI122100010004LI122100010004027167,20201201,49,화,47,경상북도,4723,영천시,0,MALE,3,2216.832036,345.1814536
LI122100010004LI122100010004027168,20201201,49,화,47,경상북도,4723,영천시,9,FEMALE,5,4761.480757,1518.402714
LI122100010004LI122100010004027169,20201201,49,화,47,경상북도,4723,영천시,16,MALE,3,2615.030752,1207.402316
LI122100010004LI122100010004027170,20201201,49,화,47,경상북도,4723,영천시,11,MALE,7,4060.789888,1590.181272
LI122100010004LI122100010004027171,20201201,49,화,47,경상북도,4723,영천시,23,MALE,6,4843.118079,465.4846792
LI122100010004LI122100010004027172,20201201,49,화,47,경상북도,4723,영천시,14,FEMALE,6,4915.177314,1653.650223
LI122100010004LI122100010004027173,20201201,49,화,47,경상북도,4723,영천시,20,MALE,5,4912.343235,1634.881058
LI122100010004LI122100010004027174,20201201,49,화,47,경상북도,4723,영천시,16,FEMALE,0,507.3058853,94.55714107
LI122100010004LI122100010004027175,20201201,49,화,47,경상북도,4723,영천시,1,MALE,5,4708.10181,452.2553282
LI122100010004LI122100010004027176,20201201,49,화,47,경상북도,4723,영천시,11,FEMALE,5,4840.110837,1688.521055
LI122100010004LI122100010004027177,20201201,49,화,47,경상북도,4723,영천시,13,MALE,6,4841.149901,2549.35962
LI122100010004LI122100010004027178,20201201,49,화,47,경상북도,4723,영천시,0,MALE,7,4921.615462,166.9097276
LI122100010004LI122100010004027179,20201201,49,화,47,경상북도,4723,영천시,19,MALE,4,3313.200092,1476.128995
LI122100010004LI122100010004027180,20201201,49,화,47,경상북도,4723,영천시,15,FEMALE,7,6063.449164,1231.918941
LI122100010004LI122100010004027181,20201201,49,화,47,경상북도,4723,영천시,17,FEMALE,7,4879.994262,1114.394843
LI122100010004LI122100010004027182,20201201,49,화,47,경상북도,4723,영천시,21,MALE,6,4752.784641,779.7164216
LI122100010004LI122100010004027183,20201201,49,화,47,경상북도,4723,영천시,12,MALE,2,3138.054019,1274.806025
LI122100010004LI122100010004027184,20201201,49,화,47,경상북도,4723,영천시,22,FEMALE,2,1784.328834,328.4003751
LI122100010004LI122100010004027185,20201201,49,화,47,경상북도,4723,영천시,20,FEMALE,1,3139.404823,486.6389687
LI122100010004LI122100010004027186,20201201,49,화,47,경상북도,4723,영천시,12,FEMALE,4,3159.319439,1138.189497
LI122100010004LI122100010004027187,20201201,49,화,47,경상북도,4723,영천시,5,MALE,5,4732.264997,920.411936
LI122100010004LI122100010004027188,20201201,49,화,47,경상북도,4723,영천시,17,MALE,0,362.2756429,79.34919333
LI122100010004LI122100010004027189,20201201,49,화,47,경상북도,4723,영천시,22,MALE,0,308.8223712,10.63624549
LI122100010004LI122100010004027190,20201201,49,화,47,경상북도,4723,영천시,5,FEMALE,6,4665.599298,324.0309618
LI122100010004LI122100010004027191,20201201,49,화,47,경상북도,4723,영천시,3,FEMALE,5,2376.334336,172.672949
LI122100010004LI122100010004027192,20201201,49,화,47,경상북도,4723,영천시,12,FEMALE,3,2001.183079,736.3400374
LI122100010004LI122100010004027193,20201201,49,화,47,경상북도,4723,영천시,6,MALE,5,3982.127827,1642.708344
LI122100010004LI122100010004027194,20201201,49,화,47,경상북도,4723,영천시,20,MALE,2,3168.810991,979.2278245
LI122100010004LI122100010004027195,20201201,49,화,47,경상북도,4723,영천시,10,FEMALE,5,4864.694043,1569.424601
LI122100010004LI122100010004027196,20201201,49,화,47,경상북도,4723,영천시,2,MALE,2,2065.593129,238.9897566
LI122100010004LI122100010004027197,20201201,49,화,47,경상북도,4723,영천시,3,MALE,5,2673.695792,425.3975474
LI122100010004LI122100010004027198,20201201,49,화,47,경상북도,4723,영천시,8,FEMALE,4,2299.862523,1317.536623
LI122100010004LI122100010004027199,20201201,49,화,47,경상북도,4723,영천시,19,FEMALE,1,3208.137941,447.675365
LI122100010004LI1221000100040271100,20201201,49,화,47,경상북도,4723,영천시,22,FEMALE,3,1887.70568,268.5694641
LI122100010004LI1221000100040271101,20201201,49,화,47,경상북도,4723,영천시,5,FEMALE,2,1527.617034,125.6206025
LI122100010004LI1221000100040271102,20201201,49,화,47,경상북도,4723,영천시,17,FEMALE,3,1617.45164,825.3065144
LI122100010004LI1221000100040271103,20201201,49,화,47,경상북도,4723,영천시,22,MALE,4,2875.884293,779.0206685
LI122100010004LI1221000100040271104,20201201,49,화,47,경상북도,4723,영천시,14,MALE,0,577.3035195,68.34967113
LI122100010004LI1221000100040271105,20201201,49,화,47,경상북도,4723,영천시,1,MALE,3,1946.765719,238.1045741
LI122100010004LI1221000100040271106,20201201,49,화,47,경상북도,4723,영천시,2,MALE,0,246.578861,8.650602818
LI122100010004LI1221000100040271107,20201201,49,화,47,경상북도,4723,영천시,4,FEMALE,3,1159.953982,62.97158396
LI122100010004LI1221000100040271108,20201201,49,화,47,경상북도,4723,영천시,3,FEMALE,4,1476.99077,122.2841021
LI122100010004LI1221000100040271109,20201201,49,화,47,경상북도,4723,영천시,13,FEMALE,6,5148.308283,1563.750403
LI122100010004LI1221000100040271110,20201201,49,화,47,경상북도,4723,영천시,22,FEMALE,7,5741.983633,275.7988379
LI122100010004LI1221000100040271111,20201201,49,화,47,경상북도,4723,영천시,6,FEMALE,6,4062.098772,540.1025665
LI122100010004LI1221000100040271112,20201201,49,화,47,경상북도,4723,영천시,4,MALE,5,3141.827998,547.5999032
LI122100010004LI1221000100040271113,20201201,49,화,47,경상북도,4723,영천시,8,MALE,5,3767.926995,2853.684018
LI122100010004LI1221000100040271114,20201201,49,화,47,경상북도,4723,영천시,16,MALE,1,3662.37737,788.2762351
LI122100010004LI1221000100040271115,20201201,49,화,47,경상북도,4723,영천시,18,FEMALE,4,2969.167897,1140.999595
LI122100010004LI1221000100040271116,20201201,49,화,47,경상북도,4723,영천시,1,FEMALE,3,1804.593298,128.4292259
LI122100010004LI1221000100040271117,20201201,49,화,47,경상북도,4723,영천시,2,MALE,7,3384.71337,132.9224603
LI122100010004LI1221000100040271118,20201201,49,화,47,경상북도,4723,영천시,22,FEMALE,1,2818.530961,421.1593928
LI122100010004LI1221000100040271119,20201201,49,화,47,경상북도,4723,영천시,9,FEMALE,6,5169.48526,1285.256549
LI122100010004LI1221000100040271120,20201201,49,화,47,경상북도,4723,영천시,5,MALE,7,4024.781556,262.8332326
LI122100010004LI1221000100040271121,20201201,49,화,47,경상북도,4723,영천시,6,MALE,1,2378.681856,149.5198662
LI122100010004LI1221000100040271122,20201201,49,화,47,경상북도,4723,영천시,5,FEMALE,7,5509.878893,291.6394036
LI122100010004LI1221000100040271123,20201201,49,화,47,경상북도,4723,영천시,10,MALE,6,4958.240734,2520.125682
LI122100010004LI1221000100040271124,20201201,49,화,47,경상북도,4723,영천시,3,MALE,6,2693.02627,295.7920184
LI122100010004LI1221000100040271125,20201201,49,화,47,경상북도,4723,영천시,8,FEMALE,5,3371.015701,1680.251844
LI122100010004LI1221000100040271126,20201201,49,화,47,경상북도,4723,영천시,14,MALE,5,5326.864457,3131.354298
LI122100010004LI1221000100040271127,20201201,49,화,47,경상북도,4723,영천시,11,MALE,1,3303.667535,454.0475521
LI122100010004LI1221000100040271128,20201201,49,화,47,경상북도,4723,영천시,2,FEMALE,4,2186.510386,109.9973025
LI122100010004LI1221000100040271129,20201201,49,화,47,경상북도,4723,영천시,13,FEMALE,0,700.0919113,95.07757306
LI122100010004LI1221000100040271130,20201201,49,화,47,경상북도,4723,영천시,3,FEMALE,0,255.2492054,2.825415373
LI122100010004LI1221000100040271131,20201201,49,화,47,경상북도,4723,영천시,11,FEMALE,7,6172.083612,1416.908392
LI122100010004LI1221000100040271132,20201201,49,화,47,경상북도,4723,영천시,19,MALE,1,3633.296345,663.1109695
LI122100010004LI1221000100040271133,20201201,49,화,47,경상북도,4723,영천시,7,MALE,3,1922.796995,1508.559908
LI122100010004LI1221000100040271134,20201201,49,화,47,경상북도,4723,영천시,12,MALE,6,4869.599669,2588.676023
LI122100010004LI1221000100040271135,20201201,49,화,47,경상북도,4723,영천시,17,FEMALE,1,2599.699564,639.7522702
LI122100010004LI1221000100040271136,20201201,49,화,47,경상북도,4723,영천시,17,FEMALE,0,371.0108168,76.41732454
LI122100010004LI1221000100040271137,20201201,49,화,47,경상북도,4723,영천시,18,MALE,5,4753.532301,2663.744238
LI122100010004LI1221000100040271138,20201201,49,화,47,경상북도,4723,영천시,16,FEMALE,3,2080.846484,731.977455
LI122100010004LI1221000100040271139,20201201,49,화,47,경상북도,4723,영천시,16,MALE,4,3600.774633,1967.81825
LI122100010004LI1221000100040271140,20201201,49,화,47,경상북도,4723,영천시,9,FEMALE,2,1795.517707,401.4670258
LI122100010004LI1221000100040271141,20201201,49,화,47,경상북도,4723,영천시,7,FEMALE,4,2465.524542,870.6697083
LI122100010004LI1221000100040271142,20201201,49,화,47,경상북도,4723,영천시,23,FEMALE,0,396.012568,28.09052682
LI122100010004LI1221000100040271143,20201201,49,화,47,경상북도,4723,영천시,3,FEMALE,1,1254.447298,68.70399952
LI122100010004LI1221000100040271144,20201201,49,화,47,경상북도,4723,영천시,6,FEMALE,1,1863.023831,79.70853734
LI122100010004LI1221000100040271145,20201201,49,화,47,경상북도,4723,영천시,3,MALE,0,174.3916276,2.992643595
LI122100010004LI1221000100040271146,20201201,49,화,47,경상북도,4723,영천시,7,MALE,4,2517.526734,2259.89917
LI122100010004LI1221000100040271147,20201201,49,화,47,경상북도,4723,영천시,23,FEMALE,6,5293.33109,297.0164809
LI122100010004LI1221000100040271148,20201201,49,화,47,경상북도,4723,영천시,1,FEMALE,7,5633.183065,217.7438972
LI122100010004LI1221000100040271149,20201201,49,화,47,경상북도,4723,영천시,17,FEMALE,5,3676.899718,1872.002935
LI122100010004LI1221000100040271150,20201201,49,화,47,경상북도,4723,영천시,8,MALE,0,315.703819,169.2211106
LI122100010004LI1221000100040271151,20201201,49,화,47,경상북도,4723,영천시,21,FEMALE,3,1919.310804,358.0883904
LI122100010004LI1221000100040271152,20201201,49,화,47,경상북도,4723,영천시,0,FEMALE,1,3229.931512,204.2535019
LI122100010004LI1221000100040271153,20201201,49,화,47,경상북도,4723,영천시,5,FEMALE,5,4274.609824,301.3814608
LI122100010004LI1221000100040271154,20201201,49,화,47,경상북도,4723,영천시,14,FEMALE,5,4885.165325,1837.374111
LI122100010004LI1221000100040271155,20201201,49,화,47,경상북도,4723,영천시,22,FEMALE,5,4314.86264,513.9437332
LI122100010004LI1221000100040271156,20201201,49,화,47,경상북도,4723,영천시,19,MALE,0,338.7035687,35.75545096
LI122100010004LI1221000100040271157,20201201,49,화,47,경상북도,4723,영천시,2,MALE,6,3672.710262,287.1713111
LI122100010004LI1221000100040271158,20201201,49,화,47,경상북도,4723,영천시,21,FEMALE,1,3144.307165,472.2034855
LI122100010004LI1221000100040271159,20201201,49,화,47,경상북도,4723,영천시,19,MALE,5,5000.582277,1986.693751
LI122100010004LI1221000100040271160,20201201,49,화,47,경상북도,4723,영천시,10,FEMALE,4,3023.815511,1033.346165
LI122100010004LI1221000100040271161,20201201,49,화,47,경상북도,4723,영천시,1,FEMALE,5,4202.198904,250.6388662
LI122100010004LI1221000100040271162,20201201,49,화,47,경상북도,4723,영천시,11,FEMALE,1,3033.889511,473.9928715
LI122100010004LI1221000100040271163,20201201,49,화,47,경상북도,4723,영천시,6,MALE,4,2405.997557,1031.031718
LI122100010004LI1221000100040271164,20201201,49,화,47,경상북도,4723,영천시,6,MALE,0,232.3775358,12.28920197
LI122100010004LI1221000100040271165,20201201,49,화,47,경상북도,4723,영천시,1,FEMALE,6,4727.206435,213.1326292
LI122100010004LI1221000100040271166,20201201,49,화,47,경상북도,4723,영천시,5,FEMALE,3,1774.8574,115.8458501
LI122100010004LI1221000100040271167,20201201,49,화,47,경상북도,4723,영천시,17,MALE,5,4082.702882,3279.58579
LI122100010004LI1221000100040271168,20201201,49,화,47,경상북도,4723,영천시,20,MALE,7,4069.112365,380.4802752
LI122100010004LI1221000100040271169,20201201,49,화,47,경상북도,4723,영천시,1,MALE,1,2921.258019,154.3193021
LI122100010004LI1221000100040271170,20201201,49,화,47,경상북도,4723,영천시,18,FEMALE,5,4434.281635,1537.59831
LI122100010004LI1221000100040271171,20201201,49,화,47,경상북도,4723,영천시,1,MALE,6,4406.886935,275.321978
LI122100010004LI1221000100040271172,20201201,49,화,47,경상북도,4723,영천시,8,MALE,3,1927.118072,1416.777417
LI122100010004LI1221000100040271173,20201201,49,화,47,경상북도,4723,영천시,8,FEMALE,6,3560.107423,1220.724922
LI122100010004LI1221000100040271174,20201201,49,화,47,경상북도,4723,영천시,3,FEMALE,2,858.9204086,86.30939567
LI122100010004LI1221000100040271175,20201201,49,화,47,경상북도,4723,영천시,3,MALE,2,1579.897917,210.6370413
LI122100010004LI1221000100040271176,20201201,49,화,47,경상북도,4723,영천시,7,MALE,6,3955.574257,2312.153449
LI122100010004LI1221000100040271177,20201201,49,화,47,경상북도,4723,영천시,15,FEMALE,4,2990.060841,998.2453425
LI122100010004LI1221000100040271178,20201201,49,화,47,경상북도,4723,영천시,19,FEMALE,2,1819.257418,539.6392825
LI122100010004LI1221000100040271179,20201201,49,화,47,경상북도,4723,영천시,9,FEMALE,3,2052.208986,621.1661938
LI122100010004LI1221000100040271180,20201201,49,화,47,경상북도,4723,영천시,20,FEMALE,7,5794.655479,471.4720039
LI122100010004LI1221000100040271181,20201201,49,화,47,경상북도,4723,영천시,14,MALE,2,2922.098482,1095.717205
LI122100010004LI1221000100040271182,20201201,49,화,47,경상북도,4723,영천시,10,MALE,1,3265.67555,454.2194934
LI122100010004LI1221000100040271183,20201201,49,화,47,경상북도,4723,영천시,13,FEMALE,3,2061.696526,698.1039492
LI122100010004LI1221000100040271184,20201201,49,화,47,경상북도,4723,영천시,17,FEMALE,6,3965.207127,1586.942769
LI122100010004LI1221000100040271185,20201201,49,화,47,경상북도,4723,영천시,18,FEMALE,0,389.9032502,73.34969044
LI122100010004LI1221000100040271186,20201201,49,화,47,경상북도,4723,영천시,7,MALE,1,2973.994613,459.7248037
LI122100010004LI1221000100040271187,20201201,49,화,47,경상북도,4723,영천시,21,MALE,4,2984.617837,922.6851563
LI122100010004LI1221000100040271188,20201201,49,화,47,경상북도,4723,영천시,18,FEMALE,1,3000.300784,621.5876303
LI122100010004LI1221000100040271189,20201201,49,화,47,경상북도,4723,영천시,23,MALE,3,2135.302457,414.4475163
LI122100010004LI1221000100040271190,20201201,49,화,47,경상북도,4723,영천시,12,MALE,0,591.92606,66.63582015
LI122100010004LI1221000100040271191,20201201,49,화,47,경상북도,4723,영천시,10,FEMALE,0,573.1467965,32.70825744
LI122100010004LI1221000100040271192,20201201,49,화,47,경상북도,4723,영천시,23,FEMALE,2,1828.403201,321.4967537
LI122100010004LI1221000100040271193,20201201,49,화,47,경상북도,4723,영천시,5,MALE,2,2427.124019,270.2352132
LI122100010004LI1221000100040271194,20201201,49,화,47,경상북도,4723,영천시,2,FEMALE,5,3539.815356,198.2372252
LI122100010004LI1221000100040271195,20201201,49,화,47,경상북도,4723,영천시,3,FEMALE,3,1052.41265,71.56203985
LI122100010004LI1221000100040271196,20201201,49,화,47,경상북도,4723,영천시,2,MALE,4,2191.635777,217.0776765
LI122100010004LI1221000100040271197,20201201,49,화,47,경상북도,4723,영천시,18,MALE,1,3661.434469,715.1507521
LI122100010004LI1221000100040271198,20201201,49,화,47,경상북도,4723,영천시,7,FEMALE,5,3709.471881,1493.352556
LI122100010004LI1221000100040271199,20201201,49,화,47,경상북도,4723,영천시,9,FEMALE,7,6324.930959,1163.543726
LI122100010004LI1221000100040271200,20201201,49,화,47,경상북도,4723,영천시,2,FEMALE,6,3895.740668,157.9169942
LI122100010004LI1221000100040271201,20201201,49,화,47,경상북도,4723,영천시,16,FEMALE,2,1796.222723,601.2782342
LI122100010004LI1221000100040271202,20201201,49,화,47,경상북도,4723,영천시,4,FEMALE,0,262.2865341,5.848166466
LI122100010004LI1221000100040271203,20201201,49,화,47,경상북도,4723,영천시,22,MALE,1,3477.987726,468.9765022
LI122100010004LI1221000100040271204,20201201,49,화,47,경상북도,4723,영천시,22,FEMALE,4,2892.305596,406.5640154
LI122100010004LI1221000100040271205,20201201,49,화,47,경상북도,4723,영천시,16,MALE,5,5109.512361,3172.425911
LI122100010004LI1221000100040271206,20201201,49,화,47,경상북도,4723,영천시,12,MALE,3,2820.235404,1342.922951
LI122100010004LI1221000100040271207,20201201,49,화,47,경상북도,4723,영천시,2,FEMALE,0,353.1439214,2.674510002
LI122100010004LI1221000100040271208,20201201,49,화,47,경상북도,4723,영천시,9,MALE,1,3198.195618,424.0824599
LI122100010004LI1221000100040271209,20201201,49,화,47,경상북도,4723,영천시,21,FEMALE,2,1753.347167,385.7973351
LI122100010004LI1221000100040271210,20201201,49,화,47,경상북도,4723,영천시,20,FEMALE,0,355.691895,34.39555788
LI122100010004LI1221000100040271211,20201201,49,화,47,경상북도,4723,영천시,3,MALE,4,1454.880665,279.9072819
LI122100010004LI1221000100040271212,20201201,49,화,47,경상북도,4723,영천시,9,MALE,5,5053.185466,2721.218669
LI122100010004LI1221000100040271213,20201201,49,화,47,경상북도,4723,영천시,11,FEMALE,6,5003.230772,1532.12413
LI122100010004LI1221000100040271214,20201201,49,화,47,경상북도,4723,영천시,13,MALE,2,2882.407638,1042.156224
LI122100010004LI1221000100040271215,20201201,49,화,47,경상북도,4723,영천시,22,MALE,7,4000.288731,200.4106956
LI122100010004LI1221000100040271216,20201201,49,화,47,경상북도,4723,영천시,21,FEMALE,6,4997.244979,437.5083816
LI122100010004LI1221000100040271217,20201201,49,화,47,경상북도,4723,영천시,14,FEMALE,1,3300.523319,626.7619534
LI122100010004LI1221000100040271218,20201201,49,화,47,경상북도,4723,영천시,14,FEMALE,4,3107.065469,1097.790862
LI122100010004LI1221000100040271219,20201201,49,화,47,경상북도,4723,영천시,19,FEMALE,0,389.0207503,40.41070414
LI122100010004LI1221000100040271220,20201201,49,화,47,경상북도,4723,영천시,4,MALE,6,3131.565189,355.7129819
LI122100010004LI1221000100040271221,20201201,49,화,47,경상북도,4723,영천시,4,MALE,1,1619.303345,54.9081099
LI122100010004LI1221000100040271222,20201201,49,화,47,경상북도,4723,영천시,9,MALE,6,4977.561147,2360.401018
LI122100010004LI1221000100040271223,20201201,49,화,47,경상북도,4723,영천시,6,MALE,7,3467.1963,425.6520944
LI122100010004LI1221000100040271224,20201201,49,화,47,경상북도,4723,영천시,17,MALE,4,2794.159136,2102.266537
LI122100010004LI1221000100040271225,20201201,49,화,47,경상북도,4723,영천시,9,MALE,2,2989.63434,1091.628719
LI122100010004LI1221000100040271226,20201201,49,화,47,경상북도,4723,영천시,12,FEMALE,0,631.4964323,66.94797826
LI122100010004LI1221000100040271227,20201201,49,화,47,경상북도,4723,영천시,18,MALE,4,3174.833561,1799.986585
LI122100010004LI1221000100040271228,20201201,49,화,47,경상북도,4723,영천시,9,FEMALE,4,3103.520349,931.0978758
LI122100010004LI1221000100040271229,20201201,49,화,47,경상북도,4723,영천시,23,MALE,2,2848.630869,528.2331299
LI122100010004LI1221000100040271230,20201201,49,화,47,경상북도,4723,영천시,3,MALE,3,1148.91592,163.1697669
LI122100010004LI1221000100040271231,20201201,49,화,47,경상북도,4723,영천시,7,MALE,7,3572.48507,812.668901
LI122100010004LI1221000100040271232,20201201,49,화,47,경상북도,4723,영천시,7,MALE,5,3889.03384,3296.732574
LI122100010004LI1221000100040271233,20201201,49,화,47,경상북도,4723,영천시,21,FEMALE,0,368.909816,26.00652432
LI122100010004LI1221000100040271234,20201201,49,화,47,경상북도,4723,영천시,15,MALE,6,4932.261973,2516.230734
