카테고리,업체명,주소,위도,경도,전화번호,기타
액티비티,천문대별빛정원,경상북도 영천시 화북면 정각길 150,36.1509458971604,128.996686576205,054-337-1826,캠핑
액티비티,별밤글램핑,경상북도 영천시 임고면 포은로 814,36.0452461168584,128.988421964741,054-337-2007,캠핑
액티비티,두드림 캠핑장,경상북도 영천시 청통면 구정길 53-77,35.9795526299331,128.826613010796,,캠핑
액티비티,삼밭골글램핑,경상북도 영천시 삼밭골길 107 (야사동),35.989313152623,128.93964436249,054-331-5583,캠핑
액티비티,영천 솔롱고 글램핑,경상북도 영천시 금호읍 칠백로 436,35.9018361149035,128.925977559837,054-338-0146,캠핑
액티비티,키즈팜야영장(금박산관광농원),경상북도 영천시 대창면 금박로 1004,35.8743796606071,128.890426150292,,캠핑
액티비티,글램코티지,경상북도 영천시 임고면 포은로 175-32,35.9941667818211,128.963040957409,,캠핑
액티비티,별무리,경상북도 영천시 화북면 별빛로 534,36.1272043702546,128.985664528888,,캠핑
액티비티,휘명빌리지,경상북도 영천시 신녕면 신화로 120,36.0459750239407,128.800724617338,,캠핑
액티비티,캠프공존,경상북도 영천시 금호읍 가라골1길 90,35.9209655313392,128.861025869434,,캠핑
액티비티,자호천생태학교,경상북도 영천시 자양면 신방로 626,36.066614034215,129.073592284771,,캠핑
액티비티,이유캠핑,경상북도 영천시 자양면 별빛로 829,36.1404956380852,129.010510005447,,캠핑
액티비티,드림랜드오토캠핑장,경상북도 영천시 고경면 고도길 38,35.9843920980737,129.001516527091,054-334-6900,캠핑
액티비티,치산관광지 캠핑장,경상북도 영천시 신녕면 치산관광길 263,36.0491430346908,128.712808386993,054-330-6470,캠핑
액티비티,늘푸른체험학교,경상북도 영천시 대창면 영지길 100,35.8582118337882,128.919793703627,054-337-1789,캠핑
액티비티,영천시공예촌캠핑체험장,경상북도 영천시 자양면 포은로 1625-11 ,36.079487328904,129.017889513346,054-332-0027,캠핑
액티비티,은해로운 캠핑장,경상북도 영천시 청통면 대동로 423,35.9907756345061,128.800309911306,,캠핑
액티비티,별빛야영장,경상북도 영천시 화북면 별빛로 681-32,36.140254867493,128.996473636029,054-330-6400,캠핑
액티비티,채송화글램핑,경상북도 영천시 화북면 천문로 2118,36.1006798419867,128.911819936859,,캠핑
액티비티,농업회사법인 주식회사 아우노펠리스,경상북도 영천시 상신기길 150,36.00350293729,128.956447233555,,캠핑
액티비티,별밤캠프,경상북도 영천시 화북면 천문로 2149-127,36.1113909054167,128.905507839116,,캠핑
